date_time_published_gmt,message_id,categories,mile_markers,river_name,mile_marker_min,mile_marker_max,geographic_area,originator,criticality,notes
2023-08-22 09:27:33,SEC LMR BNM 0051-23,shoaling;draft restriction,MM 869,MISSISSIPPI-LO,869.0,869.0,MM 869-585 LMR,Lower Mississippi,SAFETY,"THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWING RESTRICTIONS ON TOWS TRANSITING THE LMR. MM 869 TO 585 DRAFTS NO GREATER THAN 11’ 6”. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. MARINERS ARE REQUESTED TO CONTACT CG WESTERN RIVERS VIA CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON.  BT"
2023-08-22 10:07:21,SEC OV BNM 0342-23,shoaling;draft restriction,MILE MARKER 869 - 953,ARKANSAS,869.0,953.0,LOWER MISSISSIPPI RIVER,Lower Mississippi,SAFETY,"THE CAPTAIN OF THE PORT OHIO VALLEY IN COORDINATION WITH THE USACE AND INDUSTRY CHAIR REPRESENTATIVES ADVISES ALL MARINERS THAT AN 11 FOOT 6 INCH DRAFT RESTRCITION IS IN PLACE ON THE LOWER MISSISSIPPI RIVER MILE MARKER 869 - 953. MARINERS SHOULD USE EXTREME CAUTION WHILE TRANSITING AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. MARINERS ARE REQUESTED TO CONTACT U.S. COAST GUARD SECTOR OHIO VALLEY VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 502-779-5425 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON. BROADCAST UNTIL CANCELED. BT"
2023-08-23 17:34:53,SEC LMR BNM 0052-23,shoaling,MM 538 LMR,MISSISSIPPI-LO,538.0,538.0,MM 538 LMR,Lower Mississippi,SAFETY,A. SHOALING HAS BEEN REPORTED AT MM 538 LMR. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION. BT
2023-08-24 11:37:28,SEC LMR BNM 0054-23,shoaling;draft restriction,MM 869;MM 303,MISSISSIPPI-LO,303.0,869.0,MM 869 - 303 LMR,Lower Mississippi,SAFETY,"1. THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWING RESTRICTIONS ON TOWS TRANSITING THE LMR MM 869 TO MM 303.A. DRAFTS NO GREATER THAN 10' FT.B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE.2. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES.3. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON."
2023-08-24 14:36:09,SEC LMR BNM 0054-23 UPDATE-1,shoaling;draft restriction,MM 869;MM 303,MISSISSIPPI-LO,303.0,869.0,MM 869 - 303 LMR,Lower Mississippi,UPDATE,"THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, HAS PLACED THE FOLLOWING RESTRICTIONS ON TOWS TRANSITING THE LMR MM 869 TO MM 303. A. DRAFTS NO GREATER THAN 10' 6"" FT. B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE. 2. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. 3. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINE VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON.  BT"
2023-08-28 10:50:56,CCGD8 BNM 0041-23,shoaling,,,,,FL - GULF OF MEXICO,D8,SAFETY,"WITH THE APPROACH OF TROPICAL STORM IDALIA, AIDS TO NAVIGATION AND STRUCTURES IN THE GULF OF MEXICO AND SURROUNDING WATERS MAY BE DAMAGED OR DESTROYED. LIGHTED AND UNLIGHTED BUOYS MAY MOVE FROM ASSIGNED POSITIONS, BE DAMAGED, EXTINGUISHED, SINK, OR OTHERWISE MADE INOPERATIVE. MARINERS SHOULD NOT RELY UPON THE POSITION OR OPERATION OF AN AID TO NAVIGATION IN THESE AREAS, BUT SHOULD EMPLOY SUCH OTHER METHODS OF DETERMINING POSITION AS MAY BE AVAILABLE. WRECKS AND SUBMERGED OBSTRUCTIONS MAY MOVE FROM CHARTED LOCATIONS AND PIPELINES MAY BECOME UNCOVERED OR MOVE DUE TO THE FORCE OF STORM SURGE. STORM SURGE AND WINDS MAY CREATE SHOALS IN AFFECTED WATERS. DRAWBRIDGES MAY DEVIATE FROM NORMAL OPERATING PROCEDURES. SOME BRIDGES MAY BE UNABLE TO OPEN DUE TO HIGH WINDS. OTHERS MAY BE AUTHORIZED EXTENDED CLOSED PERIODS TO FACILITATE EVACUATION OF LAND TRAFFIC. MARINERS SHOULD ANTICIPATE BRIDGE CLOSURES BY LISTENING TO THE NATIONAL WEATHER SERVICE AND COAST GUARD BROADCASTS ON TROPICAL STORM CONDITIONS. BECAUSE OF THE UNCERTAINTY OF TROPICAL STORM MOVEMENTS AND BRIDGE CLOSURES, MARINERS ARE URGED TO SEEK SAFE PASSAGE THROUGH DRAWBRIDGES WELL IN ADVANCE OF THE ARRIVAL OF GALE FORCE WINDS. LOCKS AND NAVIGATION STRUCTURES WILL BE OPERATED TO PASS NAVIGATION UNTIL SUCH TIME THAT WATER LEVEL AND WIND CONDITIONS WARRANT OPERATIONS UNSAFE. THE STRUCTURES WILL THEN BE CLOSED IN ACCORDANCE WITH HURRICANE PREPAREDNESS PROCEDURES. MARINERS WILL BE GIVEN AS MUCH NOTICE AS POSSIBLE WHEN STRUCTURES ARE TO CLOSE; HOWEVER, THESE STRUCTURES MAY CLOSE ON SHORT NOTICE WELL IN ADVANCE OF THE ACTUAL STORM. MARINERS ARE ADVISED TO SEEK SAFE HARBOR AS SOON AS POSSIBLE. 2. ALL SECTORS SHOULD BROADCAST SPANISH AND VIETNAMESE VERSIONS, AS APPROPRIATE. SECTORS SHOULD UTILIZE THE FOREIGN LANGUAGE INTERPRETER SERVICES.  BT"
2023-09-05 15:43:45,SEC LMR BNM 0380-23,dredging,MILE MARKER 967;MILE 975,ARKANSAS,967.0,967.0,OHIO RIVER,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED OF A ONE-WAY TRAFFIC PATTERN AT MILE MARKER 967 TO MILE 975 ON THE OHIO RIVER DUE TO REDUCED CHANNEL WIDTH AND ON-GOING DREDGING OPERATIONS. TOWS ARE NOT TO MEET, PASS OR OVERTAKE IN THIS AREA AND ARE RECOMMENDED TO FAVOR THE CENTER OF THE SAIL LINE AS MUCH AS POSSIBLE. CANCEL AT//010410Z NOV 23// BT"
2023-09-08 19:06:04,SEC LMR BNM 0056-23,dredging,MM 528-523,MISSISSIPPI-LO,523.0,528.0,MM 528-523 LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 528-523 BEGINNING THE EVENING OF SEPTEMBER 8TH.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE.4. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN. BT"
2023-09-09 04:41:55,SEC LMR BNM 0054-23 UPDATE-2,shoaling;draft restriction,MM 482;MM 869;MM 303,MISSISSIPPI-LO,303.0,869.0,MM 869 - 303 LMR,Lower Mississippi,UPDATE,"1. THE US COAST GUARD CAPTAIN OF THE PORT (COTP) LOWER MISSISSIPPI RIVER (LMR)IS ISSUING A LOW WATER SAFETY ADVISORY FOR THE LOWER MISSISSIPPI RIVER.2. THE COTP, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE,RECOMMENDS THE FOLLOWING LIMITS FOR TOWS TRANSITING THE LOWER MISSISSIPPIRIVER.3. FOR TOWS TRANSITNG BETWEEN MM 482 TO MM 869:A. BARGE DRAFTS NO GREATER THAN 9' 6"".B. BARGES TO BE CONFIGURED NO MORE THAN 6 WIDE.4. FOR TOWS TRANSITNG BETWEEN MM 303 TO MM 482:A. BARGE DRAFTS NO GREATER THAN 10'.B. BARGES TO BE CONFIGURED NO MORE THAN 6 WIDE.5. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINEDDEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES.6. MARINERS ARE REQUESTED TO CONTACT WESTERN RIVERS COMMAND CENTER VIA MARINEVHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUSCONDITIONS, OR MISSING ATON. BT"
2023-09-12 07:45:54,SEC LMR BNM 0057-23,shoaling,MM 791-790.2;MM 737.8-736;MM 710.5;MM 437,MISSISSIPPI-LO,437.0,791.0,"MM 791-790, 737.8-736, 710.5, 437 LMR",Lower Mississippi,SAFETY,"A. SHOALING HAS BEEN REPORTED IN THE FOLLOWING AREAS OF THE LMR:1. CROSS CHANNEL SHOALING, MM 791-790.2. MM 737.8-736, ALONG THE SAILING LINE.3. MM 710.5 LDB.4. MM 437 RDB.B. MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION. BT"
2023-09-12 17:52:18,SEC LMR BNM 0054-23 UPDATE-3,draft restriction,MM 869 - 303,MISSISSIPPI-LO,303.0,869.0,MM 869 - 303 LMR,Lower Mississippi,UPDATE,"A. THE US COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER, INCONCURRENCE WITH THE LMRCOMMITTEE HAS PLACED RESTRICITONS ON TOW SIZE AND DRAFT FOR TOWS TRANSITTING THELMR MM 869 - 303.B. RESTRICTIONS ARE OUTLINED IN MARINE SAFETY INFORMATION BULLETIN 23-01 AND CANBE VIEWED BY VISITING USCG SECTOR LOWER MISSISSIPPI RIVER'S HOMEPORT WEBPAGEAND NAVIGATING TO THE SAFETY NOTIFICATIONS SECTION. BT"
2023-09-12 17:51:54,SEC LMR BNM 0057-23 UPDATE-1,shoaling,MM 791-790.2;MM 737.8-736;MM 710.5;MM 437.2;MM 437,MISSISSIPPI-LO,437.0,791.0,"MM 791-790, 737.8-736, 710.5, 437 LMR",Lower Mississippi,UPDATE,"A. SHOALING HAS BEEN REPORTED IN THE FOLLOWING AREAS OF THE LMR:1. CROSS CHANNEL SHOALING, MM 791-790.2. MM 737.8-736, ALONG THE SAILING LINE.3. MM 710.5 LDB.4. MM 437.2 ALONG THE GREEN BUOY LINE.5. MM 437 RDB.B. MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION. BT"
2023-09-15 20:12:52,SEC OV BNM 0404-23,dredging,mile marker 927,ARKANSAS,927.0,927.0,LOWER MISSISSIPPI RIVER,Lower Mississippi,SAFETY,All mariners are advised of a 24 river closure at mile marker 927 on the lower Mississippi River due to dredging operations from 6 pm 15 September until 6 pm 16 September. Mariners are advised to contact the dredge HURLEY via channel 13 or 16 to be placed on the queue or for more information. CANCEL AT//170300Z SEP 23// BT
2023-09-17 16:33:33,SEC LMR BNM 0058-23 UPDATE-1,dredging,MM 485-490 LMR,MISSISSIPPI-LO,485.0,490.0,MM 485-490 LMR,Lower Mississippi,UPDATE,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL WALLACEMCGEORGE WILL BE CONDUCTING DREDGING OPERATIONS FROM MM 485-490 LMR COMMENCINGAT 1800 17SEP2023.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURSWITH POSSIBLE ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE WALLACEMCGEORGE VIA MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE.4. DREDGE WALLACE MCGEORGE WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OFTHE 24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFESPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE WALLACE MCGEORGE"
2023-09-17 16:33:06,SEC LMR BNM 0058-23,dredging,MM 485-490 LMR,MISSISSIPPI-LO,485.0,490.0,MM 485-490 LMR,Lower Mississippi,SAFETY,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL WALLACEMCGEORGE WILL BE CONDUCTING DREDGING OPERATIONS FROM MM 485-490 LMR COMMENCINGAT 1800 17SEP2023.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURSWITH POSSIBLE ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE WALLACEMCGEORGE VIA MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE.4. DREDGE WALLACE MCGEORGE WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OFTHE 24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFESPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGEJADWIN."
2023-09-19 21:19:54,SEC LMR BNM 0060-23,dredging,MM 735-740 LMR,MISSISSIPPI-LO,735.0,740.0,MM 735 - 740 LMR,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 735-740 LMR, COMMENCING 0600 ON 20SEP2023. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN.  BT"
2023-09-19 21:19:40,SEC LMR BNM 0059-23,shoaling,MM 525 LMR,MISSISSIPPI-LO,525.0,525.0,MM 525 LMR,Lower Mississippi,SAFETY,SHOALING HAS BEEN REPORTED AT MM 525 LMR ALONG THE LDB. MARINERS ARE REQUESTED TO TRANSIT THE AREA WITH CAUTION.  BT
2023-09-22 19:21:10,SEC LMR BNM 0062-23,shoaling,MM 620.9;MM 557.5,MISSISSIPPI-LO,557.5,620.9,MM 557.5 - 620.9 LMR,Lower Mississippi,SAFETY,"A. SHOALING HAS BEEN REPORTED ON THE LMR IN THE FOLLOWING AREAS:1. MM 620.9, 750 FT OFF THE RDB2. MM 557.5, 250 FT OFF THE GREEN BUOY LINEB. MARINERS ARE ADVISED TO TRANSIT THESE AREAS WITH CAUTION. BT"
2023-09-24 17:24:53,SEC LMR BNM 0063-23 UPDATE-1,dredging,MM 436-438 LMR,MISSISSIPPI-LO,436.0,438.0,MM 436-438 LMR,Lower Mississippi,UPDATE,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL WALLACE MCGEORGE WILL BE CONDUCTING DREDGING OPERATIONS FROM MM 436-438 LMR COMMENCING AT 1800 24SEP2023. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH POSSIBLE ROLLING CLOSURES THEREAFTER. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT 601-572-1642 NO EARLIER THAN 1800 24SEP2023 TO ENTER THE QUEUE. DREDGE WALLACE MCGEORGE WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE WALLACE MCGEORGE  BT"
2023-09-24 17:24:11,SEC LMR BNM 0063-23,dredging,MM 436 - 438 LMR,MISSISSIPPI-LO,436.0,438.0,MM 436-438 LMR,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL WALLACE MCGEORGE WILL BE CONDUCTING DREDGING OPERATIONS FROM MM 436 - 438 LMR COMMENCING AT 1800 24SEP2023. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH POSSIBLE ROLLING CLOSURES THEREAFTER. ANY MARINERS WITH CONCERNS SHOULD REACH OUT TO THE DREDGE WALLACE MCGEORGE VIA VHF-FM CH-13 OR CH-16. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE WALLACE MCGEORGE.  BT"
2023-09-25 05:09:23,SEC LMR BNM 0063-23 UPDATE-2,dredging,MM 436-438 LMR,MISSISSIPPI-LO,436.0,438.0,MM 436-438 LMR,Lower Mississippi,UPDATE,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL WALLACE MCGEORGE WILL BE CONDUCTING DREDGING OPERATIONS FROM MM 436-438 LMR COMMENCING AT 0600 25SEP2023.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH POSSIBLE ROLLING CLOSURES THEREAFTER. 3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT 601-572-1642 NO EARLIER THAN 0600 25SEP2023 TO ENTER THE QUEUE.4. DREDGE WALLACE MCGEORGE WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE WALLACE MCGEORGE. BT"
2023-09-25 15:34:55,SEC LMR BNM 0064-23,dredging,MM 785,MISSISSIPPI-LO,785.0,785.0,LMR MM 785,Lower Mississippi,SAFETY,MARINERS ARE ADVISED THAT GREAT LAKES DREDGE IOWA WILL BE WORKING IVO OSECOLA HARBOR AND DISCHARGING INTO THE LOWER MISSISSIPPI RIVER IVO MM 785. MARINERS WITH CONCERNS SHOULD CONTACT THE DREDGE IOWA ON MARINE VHF-FM ON CH-13 OR CH-71.  BT
2023-09-26 06:26:25,SEC LMR BNM 0063-23 UPDATE-3,dredging,MM 485-490 LMR,MISSISSIPPI-LO,485.0,490.0,MM 436-438 LMR,Lower Mississippi,UPDATE,"1. MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL WALLACEMCGEORGE WILL BE CONDUCTING DREDGING OPERATIONS FROM MM 485-490 LMR COMMENCINGAT 0600 26SEP2023.2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURSWITH POSSIBLE ROLLING CLOSURES THEREAFTER.3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT 601-572-1642 NOEARLIER THAN 0600 26SEP2023.4. DREDGE WALLACE MCGEORGE WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OFTHE 24 HOUR PERIOD.5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFESPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGEWALLACE MCGEORGE. BT"
2023-09-26 08:59:03,SEC LMR BNM 0062-23 UPDATE-1,shoaling,MM 620.9;MM 557.5;MM 484-487,MISSISSIPPI-LO,484.0,620.9,MM 557.5 - 620.9 LMR,Lower Mississippi,UPDATE,"A. SHOALING HAS BEEN REPORTED ON THE LMR IN THE FOLLOWING AREAS:1. MM 620.9, 750 FT OFF THE RDB2. MM 557.5, 250 FT OFF THE GREEN BUOY LINE3. MM 484-487 ALONG THE GREEN BUOY LINE.B. MARINERS ARE ADVISED TO TRANSIT THE AREA WITH CAUTION. BT"
2023-09-28 09:10:54,SEC LMR BNM 0065-23,dredging,MM 735-740 LMR,MISSISSIPPI-LO,735.0,740.0,MM 740 - 735 LMR,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE VESSEL JADWIN WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 735-740 LMR, COMMENCING 0600 ON 20SEP2023. 2. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS WITH ROLLING CLOSURES THEREAFTER. 3. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT DREDGE JADWIN VIA TELEPHONE AT 601-618-2157 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE. 4. DREDGE JADWIN WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD. 5. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS WITH DREDGE JADWIN.  BT"
2023-10-03 12:24:58,SEC LMR BNM 0067-23,dredging,MM 760 - 750 LMR,MISSISSIPPI-LO,750.0,760.0,MM 760 - 750 LMR,Lower Mississippi,SAFETY,"MARINERS ARE ADVISED THAT US ARMY CORPS OF ENGINEERS DREDGE HURLEY WILL BE CONDUCTING DREDGING OPERATIONS IVO MM 760 - 750 LMR. ALL TRAFFIC WILL BE STOPPED FOR AN INITIAL PERIOD OF APPROXIMATELY 24 HOURS. ALL MARINERS TRANSITTING THE AREA ARE DIRECTED TO CONTACT MV GEORGE C. GRUGETT VIA TELEPHONE AT 901-605-8570 OR MARINE VHF-FM ON CH-13 TO BE PLACED IN THE QUEUE. MV GEORGE C. GRUGETT WILL COORDINATE QUEUE CLEARING AT THE CONCLUSION OF THE 24 HOUR PERIOD. UPON APPROVAL TO TRANSIT, MARINERS ARE REQUESTED TO TRANSIT THE AREA AT SAFE SPEED AND TO PROCEED WITH CAUTION AFTER MAKING PASSING ARRANGEMENTS.  BT"
2023-05-31 15:59:38,SEC LMR BNM 0019-23,shoaling,MM 779 LMR,MISSISSIPPI-LO,779.0,779.0,MM 779 LMR,Lower Mississippi,SAFETY,A. CG RECIEVED A REPORT OF SHOALINF IVO MM 779 LMR. B. MARINERS ARE REQUESTED TO TRANSIT AREA WITH CAUTION. BT
2023-06-01 13:16:42,SEC LMR BNM 0021-23,shoaling,MM 869;MM 520,MISSISSIPPI-LO,520.0,869.0,MM 869-520 LM,Lower Mississippi,SAFETY,"A. THE U.S. COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER IS ISSUING A LOW WATER SAFETY ADVISORY FOR THE LOWER MISSISSIPPI RIVER FROM MM 869 TO MM 520. B. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. C. MARINERS ARE REQUESTED TO CONTACT SECTOR LMR TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATO   BT"
2023-06-02 18:17:32,SEC LMR BNM 0022-23,shoaling,MM 44 RED,RED,44.0,44.0,MM 44 RED,Lower Mississippi,SAFETY,"A. CAPTAIN OF THE PORT SECTOR LOWER MISSISSIPPI RIVER IS ISSUING A LOW WATER ADVISORY FOR MM 44 RED AT THE LOWER APPROACH TO LOCK AND DAM 1 DUE TO FALLING WATER LEVELS. B. USACE GUARANTEED DEPTHS MAY NOT BE AVAILABLE IN THISAREA.C. MARINERS ARE REQUESTED TO CONTACT WRCC TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON. BT"
2023-06-13 13:07:07,SEC LMR BNM 0021-23 UPDATE-1,shoaling;draft restriction,MM 869;MM 520,MISSISSIPPI-LO,520.0,869.0,MM 869-520 LM,Lower Mississippi,UPDATE,"1. THE U.S. COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER IS ISSUING A LOW WATER SAFETY ADVISORY FOR THE LOWER MISSISSIPPI RIVER. 2. THE COTP, WITH THE CONCURRENCE OF THE LOWER MISSISSIPPI RIVER COMMITTEE, RECOMMENDS THE FOLLOWING LIMITS FOR TOWS TRANSITING THE LOWER MISSISSIPPI RIVER FROM MM 869 TO MM 520  A. DRAFTS NO GREATER THAN 11’ 6. B. BARGES TO BE CONFIGURED NO MORE THAN 7 WIDE. 3. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. 4. MARINERS ARE REQUESTED TO CONTACT SECTOR LMR VIA VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON.  BT"
2023-06-16 05:49:52,SEC LMR BNM 0025-23,shoaling,MM 00;MM 10,WHITE,0.0,10.0,MM 10-0 WH,Lower Mississippi,SAFETY,"1. THE U.S. COAST GUARD CAPTAIN OF THE PORT LOWER MISSISSIPPI RIVER IS ISSUING A LOW WATER SAFETY ADVISORY FOR WHITE RIVER FROM MM 00 TO MM 10. 2. MARINERS SHOULD TRANSIT WITH CAUTION AND ARE ADVISED THAT USACE MAINTAINED DEPTH AND WIDTH MAY NOT BE AVAILABLE ON ALL BUOY LINES. 3. MARINERS ARE REQUESTED TO CONTACT SECTOR LMR VIA VHF-FM CH-16 OR VIA TELEPHONE AT 866-777-2784 TO REPORT SHOALING, HAZARDOUS CONDITIONS, OR MISSING ATON. BT"
